 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Molybdenum in  H- C.txt

 Ion = Molybdenum [42] , Mass = 95.905 amu

 Target Density =  1.0630E+00 g/cm3 = 1.1974E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    1.346E+00  1.610E+01       8 A         2 A         1 A   
6.49999 eV    1.401E+00  1.698E+01       8 A         2 A         1 A   
6.99999 eV    1.454E+00  1.783E+01       8 A         2 A         1 A   
7.99999 eV    1.555E+00  1.946E+01       9 A         2 A         1 A   
8.99999 eV    1.649E+00  2.102E+01       9 A         2 A         1 A   
9.99999 eV    1.738E+00  2.252E+01       9 A         2 A         1 A   
10.9999 eV    1.823E+00  2.395E+01      10 A         2 A         2 A   
11.9999 eV    1.904E+00  2.534E+01      10 A         2 A         2 A   
12.9999 eV    1.982E+00  2.668E+01      10 A         2 A         2 A   
13.9999 eV    2.056E+00  2.798E+01      11 A         2 A         2 A   
14.9999 eV    2.129E+00  2.924E+01      11 A         2 A         2 A   
15.9999 eV    2.198E+00  3.047E+01      11 A         3 A         2 A   
16.9999 eV    2.266E+00  3.167E+01      12 A         3 A         2 A   
17.9999 eV    2.332E+00  3.284E+01      12 A         3 A         2 A   
19.9999 eV    2.458E+00  3.510E+01      12 A         3 A         2 A   
22.4999 eV    2.607E+00  3.780E+01      13 A         3 A         2 A   
24.9999 eV    2.748E+00  4.037E+01      14 A         3 A         2 A   
27.4999 eV    2.882E+00  4.284E+01      14 A         3 A         2 A   
29.9999 eV    3.010E+00  4.521E+01      14 A         3 A         2 A   
32.4999 eV    3.133E+00  4.750E+01      15 A         3 A         2 A   
34.9999 eV    3.251E+00  4.971E+01      15 A         3 A         3 A   
37.4999 eV    3.366E+00  5.186E+01      16 A         4 A         3 A   
39.9999 eV    3.476E+00  5.394E+01      16 A         4 A         3 A   
44.9999 eV    3.687E+00  5.794E+01      17 A         4 A         3 A   
49.9999 eV    3.886E+00  6.174E+01      18 A         4 A         3 A   
54.9999 eV    4.076E+00  6.538E+01      18 A         4 A         3 A   
59.9999 eV    4.257E+00  6.886E+01      19 A         4 A         3 A   
64.9999 eV    4.431E+00  7.221E+01      20 A         5 A         3 A   
69.9999 eV    4.598E+00  7.544E+01      20 A         5 A         3 A   
79.9999 eV    4.916E+00  8.160E+01      21 A         5 A         4 A   
89.9999 eV    5.214E+00  8.739E+01      22 A         5 A         4 A   
99.9999 eV    5.496E+00  9.288E+01      23 A         5 A         4 A   
    110 eV    5.764E+00  9.810E+01      24 A         6 A         4 A   
    120 eV    6.021E+00  1.031E+02      25 A         6 A         4 A   
    130 eV    6.266E+00  1.079E+02      26 A         6 A         4 A   
139.999 eV    6.503E+00  1.125E+02      26 A         6 A         4 A   
149.999 eV    6.731E+00  1.169E+02      27 A         6 A         5 A   
159.999 eV    6.952E+00  1.212E+02      28 A         7 A         5 A   
169.999 eV    7.166E+00  1.254E+02      29 A         7 A         5 A   
179.999 eV    7.374E+00  1.294E+02      29 A         7 A         5 A   
199.999 eV    7.773E+00  1.371E+02      31 A         7 A         5 A   
224.999 eV    8.244E+00  1.461E+02      32 A         7 A         5 A   
249.999 eV    8.690E+00  1.547E+02      33 A         8 A         6 A   
274.999 eV    9.114E+00  1.627E+02      35 A         8 A         6 A   
299.999 eV    9.519E+00  1.704E+02      36 A         8 A         6 A   
324.999 eV    9.908E+00  1.777E+02      37 A         9 A         6 A   
349.999 eV    1.028E+01  1.847E+02      39 A         9 A         6 A   
374.999 eV    1.064E+01  1.914E+02      40 A         9 A         7 A   
399.999 eV    1.099E+01  1.979E+02      41 A         9 A         7 A   
449.999 eV    1.166E+01  2.101E+02      43 A        10 A         7 A   
499.999 eV    1.229E+01  2.215E+02      45 A        10 A         7 A   
549.999 eV    1.289E+01  2.323E+02      47 A        11 A         8 A   
599.999 eV    1.346E+01  2.424E+02      49 A        11 A         8 A   
649.999 eV    1.401E+01  2.521E+02      50 A        12 A         8 A   
699.999 eV    1.454E+01  2.612E+02      52 A        12 A         8 A   
799.999 eV    1.555E+01  2.784E+02      55 A        13 A         9 A   
899.999 eV    1.649E+01  2.941E+02      58 A        13 A         9 A   
999.999 eV    1.738E+01  3.088E+02      61 A        14 A        10 A   
   1.10 keV   1.823E+01  3.224E+02      64 A        14 A        10 A   
   1.20 keV   1.904E+01  3.352E+02      66 A        15 A        11 A   
   1.30 keV   1.982E+01  3.473E+02      69 A        15 A        11 A   
   1.40 keV   2.056E+01  3.588E+02      71 A        16 A        11 A   
   1.50 keV   2.129E+01  3.696E+02      74 A        16 A        12 A   
   1.60 keV   2.198E+01  3.799E+02      76 A        17 A        12 A   
   1.70 keV   2.266E+01  3.898E+02      78 A        17 A        12 A   
   1.80 keV   2.332E+01  3.992E+02      81 A        18 A        13 A   
   2.00 keV   2.458E+01  4.169E+02      85 A        19 A        13 A   
   2.25 keV   2.607E+01  4.372E+02      90 A        20 A        14 A   
   2.50 keV   2.748E+01  4.558E+02      95 A        20 A        15 A   
   2.75 keV   2.882E+01  4.729E+02      99 A        21 A        16 A   
   3.00 keV   3.010E+01  4.888E+02     104 A        22 A        16 A   
   3.25 keV   3.133E+01  5.036E+02     108 A        23 A        17 A   
   3.50 keV   3.251E+01  5.175E+02     113 A        24 A        18 A   
   3.75 keV   3.366E+01  5.305E+02     117 A        24 A        18 A   
   4.00 keV   3.476E+01  5.428E+02     121 A        25 A        19 A   
   4.50 keV   3.687E+01  5.654E+02     129 A        27 A        20 A   
   5.00 keV   3.886E+01  5.859E+02     136 A        28 A        21 A   
   5.50 keV   4.076E+01  6.045E+02     143 A        29 A        22 A   
   6.00 keV   4.257E+01  6.216E+02     151 A        30 A        23 A   
   6.50 keV   4.431E+01  6.373E+02     157 A        31 A        24 A   
   7.00 keV   4.598E+01  6.519E+02     164 A        33 A        25 A   
   8.00 keV   4.916E+01  6.781E+02     177 A        35 A        27 A   
   9.00 keV   5.214E+01  7.012E+02     190 A        37 A        29 A   
  10.00 keV   5.496E+01  7.216E+02     202 A        39 A        30 A   
  11.00 keV   5.764E+01  7.399E+02     214 A        41 A        32 A   
  12.00 keV   6.021E+01  7.563E+02     225 A        42 A        33 A   
  13.00 keV   6.266E+01  7.713E+02     237 A        44 A        35 A   
  14.00 keV   6.503E+01  7.849E+02     248 A        46 A        37 A   
  15.00 keV   6.731E+01  7.975E+02     259 A        47 A        38 A   
  16.00 keV   6.952E+01  8.090E+02     270 A        49 A        40 A   
  17.00 keV   7.166E+01  8.196E+02     280 A        51 A        41 A   
  18.00 keV   7.374E+01  8.294E+02     291 A        52 A        42 A   
  20.00 keV   7.773E+01  8.470E+02     311 A        55 A        45 A   
  22.50 keV   8.244E+01  8.659E+02     336 A        59 A        48 A   
  25.00 keV   8.690E+01  8.819E+02     361 A        62 A        52 A   
  27.50 keV   9.114E+01  8.956E+02     385 A        66 A        55 A   
  30.00 keV   9.519E+01  9.074E+02     409 A        69 A        58 A   
  32.50 keV   9.908E+01  9.176E+02     432 A        73 A        61 A   
  35.00 keV   1.028E+02  9.265E+02     455 A        76 A        64 A   
  37.50 keV   1.064E+02  9.343E+02     478 A        79 A        67 A   
  40.00 keV   1.099E+02  9.411E+02     500 A        82 A        69 A   
  45.00 keV   1.166E+02  9.522E+02     545 A        88 A        75 A   
  50.00 keV   1.229E+02  9.606E+02     589 A        94 A        80 A   
  55.00 keV   1.289E+02  9.670E+02     633 A       100 A        86 A   
  60.00 keV   1.346E+02  9.718E+02     676 A       106 A        91 A   
  65.00 keV   1.401E+02  9.751E+02     719 A       111 A        96 A   
  70.00 keV   1.454E+02  9.774E+02     761 A       117 A       101 A   
  80.00 keV   1.555E+02  9.793E+02     845 A       128 A       111 A   
  90.00 keV   1.649E+02  9.786E+02     929 A       139 A       121 A   
 100.00 keV   1.738E+02  9.761E+02    1012 A       149 A       130 A   
 110.00 keV   1.823E+02  9.721E+02    1095 A       160 A       139 A   
 120.00 keV   1.904E+02  9.672E+02    1178 A       170 A       149 A   
 130.00 keV   1.982E+02  9.614E+02    1261 A       180 A       158 A   
 140.00 keV   2.056E+02  9.552E+02    1343 A       190 A       167 A   
 150.00 keV   2.129E+02  9.485E+02    1426 A       200 A       176 A   
 160.00 keV   2.198E+02  9.415E+02    1508 A       209 A       185 A   
 170.00 keV   2.266E+02  9.343E+02    1591 A       219 A       194 A   
 180.00 keV   2.332E+02  9.270E+02    1674 A       228 A       202 A   
 200.00 keV   2.571E+02  9.121E+02    1839 A       248 A       220 A   
 225.00 keV   2.898E+02  8.934E+02    2044 A       271 A       241 A   
 250.00 keV   3.076E+02  8.749E+02    2247 A       294 A       262 A   
 275.00 keV   3.184E+02  8.568E+02    2452 A       316 A       283 A   
 300.00 keV   3.261E+02  8.394E+02    2658 A       337 A       303 A   
 325.00 keV   3.327E+02  8.225E+02    2866 A       359 A       324 A   
 350.00 keV   3.392E+02  8.062E+02    3077 A       380 A       344 A   
 375.00 keV   3.462E+02  7.906E+02    3289 A       402 A       364 A   
 400.00 keV   3.540E+02  7.756E+02    3503 A       423 A       385 A   
 450.00 keV   3.715E+02  7.473E+02    3934 A       466 A       425 A   
 500.00 keV   3.916E+02  7.212E+02    4369 A       508 A       465 A   
 550.00 keV   4.135E+02  6.971E+02    4806 A       549 A       505 A   
 600.00 keV   4.363E+02  6.748E+02    5244 A       588 A       544 A   
 650.00 keV   4.595E+02  6.541E+02    5682 A       626 A       583 A   
 700.00 keV   4.827E+02  6.348E+02    6118 A       663 A       622 A   
 800.00 keV   5.274E+02  6.000E+02    6987 A       739 A       697 A   
 900.00 keV   5.688E+02  5.694E+02    7849 A       809 A       770 A   
   1.00 MeV   6.062E+02  5.422E+02    8705 A       874 A       841 A   
   1.10 MeV   6.396E+02  5.180E+02    9554 A       936 A       909 A   
   1.20 MeV   6.695E+02  4.961E+02    1.04 um      995 A       976 A   
   1.30 MeV   6.964E+02  4.764E+02    1.12 um     1051 A      1041 A   
   1.40 MeV   7.208E+02  4.584E+02    1.21 um     1104 A      1104 A   
   1.50 MeV   7.432E+02  4.419E+02    1.29 um     1155 A      1166 A   
   1.60 MeV   7.641E+02  4.268E+02    1.37 um     1204 A      1226 A   
   1.70 MeV   7.838E+02  4.128E+02    1.46 um     1252 A      1285 A   
   1.80 MeV   8.025E+02  3.999E+02    1.54 um     1297 A      1342 A   
   2.00 MeV   8.382E+02  3.767E+02    1.70 um     1393 A      1454 A   
   2.25 MeV   8.806E+02  3.517E+02    1.90 um     1509 A      1587 A   
   2.50 MeV   9.219E+02  3.303E+02    2.10 um     1615 A      1713 A   
   2.75 MeV   9.629E+02  3.117E+02    2.30 um     1713 A      1834 A   
   3.00 MeV   1.004E+03  2.953E+02    2.49 um     1803 A      1948 A   
   3.25 MeV   1.046E+03  2.809E+02    2.68 um     1886 A      2057 A   
   3.50 MeV   1.089E+03  2.679E+02    2.86 um     1964 A      2160 A   
   3.75 MeV   1.132E+03  2.563E+02    3.04 um     2035 A      2258 A   
   4.00 MeV   1.176E+03  2.458E+02    3.22 um     2102 A      2351 A   
   4.50 MeV   1.267E+03  2.274E+02    3.56 um     2247 A      2524 A   
   5.00 MeV   1.362E+03  2.119E+02    3.88 um     2372 A      2680 A   
   5.50 MeV   1.459E+03  1.986E+02    4.19 um     2480 A      2821 A   
   6.00 MeV   1.558E+03  1.871E+02    4.48 um     2575 A      2948 A   
   6.50 MeV   1.659E+03  1.770E+02    4.76 um     2657 A      3064 A   
   7.00 MeV   1.761E+03  1.681E+02    5.02 um     2730 A      3169 A   
   8.00 MeV   1.968E+03  1.529E+02    5.51 um     2895 A      3352 A   
   9.00 MeV   2.175E+03  1.405E+02    5.96 um     3025 A      3506 A   
  10.00 MeV   2.380E+03  1.302E+02    6.37 um     3131 A      3636 A   
  11.00 MeV   2.580E+03  1.214E+02    6.75 um     3220 A      3749 A   
  12.00 MeV   2.775E+03  1.139E+02    7.11 um     3294 A      3846 A   
  13.00 MeV   2.964E+03  1.073E+02    7.44 um     3358 A      3932 A   
  14.00 MeV   3.145E+03  1.015E+02    7.76 um     3414 A      4008 A   
  15.00 MeV   3.318E+03  9.637E+01    8.06 um     3463 A      4075 A   
  16.00 MeV   3.483E+03  9.178E+01    8.34 um     3506 A      4136 A   
  17.00 MeV   3.641E+03  8.765E+01    8.62 um     3545 A      4192 A   
  18.00 MeV   3.790E+03  8.391E+01    8.88 um     3581 A      4242 A   
  20.00 MeV   4.067E+03  7.740E+01    9.38 um     3677 A      4331 A   
  22.50 MeV   4.377E+03  7.067E+01    9.96 um     3795 A      4425 A   
  25.00 MeV   4.650E+03  6.511E+01   10.50 um     3895 A      4505 A   
  27.50 MeV   4.894E+03  6.043E+01   11.02 um     3982 A      4574 A   
  30.00 MeV   5.114E+03  5.643E+01   11.51 um     4059 A      4635 A   
  32.50 MeV   5.313E+03  5.297E+01   11.99 um     4128 A      4689 A   
  35.00 MeV   5.496E+03  4.994E+01   12.44 um     4191 A      4737 A   
  37.50 MeV   5.663E+03  4.727E+01   12.89 um     4249 A      4782 A   
  40.00 MeV   5.818E+03  4.489E+01   13.32 um     4303 A      4822 A   
  45.00 MeV   6.094E+03  4.084E+01   14.15 um     4478 A      4894 A   
  50.00 MeV   6.334E+03  3.751E+01   14.95 um     4633 A      4957 A   
  55.00 MeV   6.542E+03  3.472E+01   15.72 um     4771 A      5013 A   
  60.00 MeV   6.724E+03  3.235E+01   16.47 um     4898 A      5063 A   
  65.00 MeV   6.882E+03  3.030E+01   17.20 um     5016 A      5109 A   
  70.00 MeV   7.020E+03  2.851E+01   17.92 um     5125 A      5150 A   
  80.00 MeV   7.246E+03  2.555E+01   19.32 um     5506 A      5225 A   
  90.00 MeV   7.416E+03  2.318E+01   20.67 um     5843 A      5291 A   
 100.00 MeV   7.543E+03  2.124E+01   22.01 um     6149 A      5351 A   
 110.00 MeV   7.637E+03  1.961E+01   23.32 um     6432 A      5406 A   
 120.00 MeV   7.704E+03  1.824E+01   24.62 um     6697 A      5456 A   
 130.00 MeV   7.749E+03  1.706E+01   25.91 um     6949 A      5504 A   
 140.00 MeV   7.777E+03  1.603E+01   27.20 um     7189 A      5549 A   
 150.00 MeV   7.791E+03  1.512E+01   28.48 um     7420 A      5592 A   
 160.00 MeV   7.793E+03  1.432E+01   29.76 um     7643 A      5633 A   
 170.00 MeV   7.786E+03  1.361E+01   31.04 um     7860 A      5673 A   
 180.00 MeV   7.772E+03  1.296E+01   32.32 um     8072 A      5712 A   
 200.00 MeV   7.801E+03  1.185E+01   34.89 um     8857 A      5786 A   
 225.00 MeV   7.863E+03  1.072E+01   38.07 um     9946 A      5872 A   
 250.00 MeV   7.779E+03  9.802E+00   41.27 um     1.09 um     5955 A   
 275.00 MeV   7.676E+03  9.034E+00   44.50 um     1.19 um     6035 A   
 300.00 MeV   7.572E+03  8.385E+00   47.77 um     1.27 um     6113 A   
 325.00 MeV   7.468E+03  7.827E+00   51.09 um     1.36 um     6190 A   
 350.00 MeV   7.366E+03  7.344E+00   54.46 um     1.44 um     6266 A   
 375.00 MeV   7.265E+03  6.920E+00   57.88 um     1.52 um     6341 A   
 400.00 MeV   7.165E+03  6.544E+00   61.34 um     1.60 um     6417 A   
 450.00 MeV   6.970E+03  5.910E+00   68.41 um     1.88 um     6567 A   
 500.00 MeV   6.783E+03  5.394E+00   75.68 um     2.15 um     6719 A   
 550.00 MeV   6.603E+03  4.965E+00   83.14 um     2.39 um     6872 A   
 600.00 MeV   6.430E+03  4.603E+00   90.81 um     2.63 um     7028 A   
 650.00 MeV   6.264E+03  4.293E+00   98.68 um     2.86 um     7187 A   
 700.00 MeV   6.104E+03  4.024E+00  106.77 um     3.08 um     7349 A   
 800.00 MeV   5.803E+03  3.580E+00  123.56 um     3.89 um     7685 A   
 900.00 MeV   5.524E+03  3.229E+00  141.22 um     4.62 um     8038 A   
   1.00 GeV   5.267E+03  2.943E+00  159.75 um     5.31 um     8409 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.4077E-03                keV / (ug/cm2) 
  9.4077E-03                MeV / (mg/cm2) 
  9.4077E+00                keV / (mg/cm2) 
  8.3513E-02                 eV / (1E15 atoms/cm2)
  3.4820E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
